symbol,ts,open,high,low,close,volume,interval
AMZN,2026-03-04T19:45:00.000Z,216.51,216.85,216.42,216.85,254244,5min
AMZN,2026-03-04T19:50:00.000Z,216.84,216.86,216.69,216.75,180646,5min
AMZN,2026-03-04T19:55:00.000Z,216.75,216.87,216.62,216.81,203550,5min
AMZN,2026-03-04T20:00:00.000Z,216.84,217.17,216.79,217.03,337806,5min
AMZN,2026-03-04T20:05:00.000Z,217.03,217.05,216.7,216.93,372093,5min
AMZN,2026-03-04T20:10:00.000Z,216.92,216.92,216.39,216.41,321372,5min
AMZN,2026-03-04T20:15:00.000Z,216.42,216.66,216.35,216.57,241813,5min
AMZN,2026-03-04T20:20:00.000Z,216.57,216.63,216.2,216.21,283602,5min
AMZN,2026-03-04T20:25:00.000Z,216.21,216.72,216.19,216.69,289141,5min
AMZN,2026-03-04T20:30:00.000Z,216.7,216.84,216.67,216.76,374143,5min
AMZN,2026-03-04T20:35:00.000Z,216.76,217.24,216.75,217.22,527069,5min
AMZN,2026-03-04T20:40:00.000Z,217.21,217.41,217.03,217.4,683373,5min
AMZN,2026-03-04T20:45:00.000Z,217.4,217.47,217.28,217.34,590312,5min
AMZN,2026-03-04T20:50:00.000Z,217.33,217.33,216.57,216.89,812040,5min
AMZN,2026-03-04T20:55:00.000Z,216.88,217.06,216.6,216.81,1786386,5min
AMZN,2026-03-05T14:30:00.000Z,215.98,218.87,215.59,218.87,2420126,5min
AMZN,2026-03-05T14:35:00.000Z,218.84,220,218.64,219.78,1451690,5min
AMZN,2026-03-05T14:40:00.000Z,219.75,220.47,219.36,219.98,1282258,5min
AMZN,2026-03-05T14:45:00.000Z,219.93,219.95,218.64,218.72,931149,5min
AMZN,2026-03-05T14:50:00.000Z,218.75,219.04,217.9,218.96,768885,5min
AMZN,2026-03-05T14:55:00.000Z,218.95,219.39,218.3,219.25,626577,5min
AMZN,2026-03-05T15:00:00.000Z,219.27,219.71,218.45,218.59,804524,5min
AMZN,2026-03-05T15:05:00.000Z,218.59,218.76,217.73,218.11,547803,5min
AMZN,2026-03-05T15:10:00.000Z,218.12,218.77,217.97,218.06,674560,5min
AMZN,2026-03-05T15:15:00.000Z,218.05,218.21,217.46,217.66,447478,5min
