"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2026-04-22T19:55:00.000Z","255.78","255.83","255.15","255.34","-0.1720","-0.1791","1,231,201"
"2026-04-23T13:30:00.000Z","255.39","255.49","253.83","255.00","-0.1332","-0.1402","574,303"
"2026-04-23T13:35:00.000Z","254.98","255.38","254.53","255.30","0.1176","0.1106","385,189"
"2026-04-23T13:40:00.000Z","255.30","256.11","254.90","254.96","-0.1351","-0.1422","637,748"
"2026-04-23T13:45:00.000Z","254.95","255.65","254.78","255.25","0.1177","0.1106","389,224"
"2026-04-23T13:50:00.000Z","255.26","255.58","254.90","255.20","-0.0215","-0.0286","330,210"
"2026-04-23T13:55:00.000Z","255.22","256.28","255.16","255.27","0.0274","0.0204","564,223"
"2026-04-23T14:00:00.000Z","255.25","256.16","254.65","255.34","0.0274","0.0204","564,035"
"2026-04-23T14:05:00.000Z","255.35","255.35","254.44","254.87","-0.1841","-0.1911","347,612"
"2026-04-23T14:10:00.000Z","254.86","255.20","254.48","254.55","-0.1256","-0.1326","342,557"
"2026-04-23T14:15:00.000Z","254.56","255.37","254.56","255.00","0.1768","0.1697","223,970"
"2026-04-23T14:20:00.000Z","255.01","255.55","254.67","255.37","0.1451","0.1380","323,265"
"2026-04-23T14:25:00.000Z","255.36","255.74","255.30","255.69","0.1253","0.1182","250,129"
"2026-04-23T14:30:00.000Z","255.71","256.88","255.71","256.65","0.3758","0.3687","736,278"
"2026-04-23T14:35:00.000Z","256.67","257.16","256.44","256.91","0.1010","0.0939","520,866"
"2026-04-23T14:40:00.000Z","256.90","257.05","256.32","256.62","-0.1129","-0.1199","303,030"
"2026-04-23T14:45:00.000Z","256.65","256.99","256.62","256.86","0.0935","0.0865","268,510"
"2026-04-23T14:50:00.000Z","256.86","257.30","256.78","257.28","0.1635","0.1565","358,716"
"2026-04-23T14:55:00.000Z","257.28","257.79","257.26","257.57","0.1127","0.1057","436,844"
"2026-04-23T15:00:00.000Z","257.58","258.15","257.58","257.98","0.1592","0.1521","634,667"
"2026-04-23T15:05:00.000Z","257.98","258.32","257.85","258.28","0.1162","0.1092","395,348"
"2026-04-23T15:10:00.000Z","258.29","258.79","257.93","258.47","0.0736","0.0665","521,293"
"2026-04-23T15:15:00.000Z","258.48","258.52","258.15","258.18","-0.1141","-0.1212","259,569"
"2026-04-23T15:20:00.000Z","258.19","258.25","257.77","257.77","-0.1569","-0.1639","354,348"
"2026-04-23T15:25:00.000Z","257.76","257.79","257.31","257.35","-0.1629","-0.1700","286,289"
"2026-04-23T15:30:00.000Z","257.35","257.55","257.05","257.46","0.0427","0.0357","216,289"
"2026-04-23T15:35:00.000Z","257.42","257.66","257.35","257.66","0.0777","0.0706","185,900"
"2026-04-23T15:40:00.000Z","257.64","258.02","257.57","257.88","0.0834","0.0764","218,406"
"2026-04-23T15:45:00.000Z","257.88","257.88","256.90","257.07","-0.3102","-0.3173","322,817"
"2026-04-23T15:50:00.000Z","257.07","257.09","256.53","256.70","-0.1459","-0.1529","239,620"
"2026-04-23T15:55:00.000Z","256.69","257.04","256.61","256.74","0.0156","0.0085","184,514"
"2026-04-23T16:00:00.000Z","256.71","256.97","256.63","256.64","-0.0389","-0.0460","118,656"
"2026-04-23T16:05:00.000Z","256.64","256.80","256.51","256.66","0.0078","0.0007","156,697"
"2026-04-23T16:10:00.000Z","256.67","256.84","256.55","256.66","0","-0.0071","148,226"
"2026-04-23T16:15:00.000Z","256.64","256.75","256.50","256.58","-0.0311","-0.0382","236,259"
"2026-04-23T16:20:00.000Z","256.57","256.88","256.52","256.86","0.1092","0.1021","181,340"
"2026-04-23T16:25:00.000Z","256.87","257.08","256.86","256.96","0.0389","0.0318","208,632"
"2026-04-23T16:30:00.000Z","256.95","257.14","256.70","257.14","0.0700","0.0630","142,260"
"2026-04-23T16:35:00.000Z","257.14","257.22","256.89","256.95","-0.0739","-0.0809","130,695"
"2026-04-23T16:40:00.000Z","256.96","257.09","256.89","257.02","0.0272","0.0202","85,830"
"2026-04-23T16:45:00.000Z","257.00","257.06","256.77","256.90","-0.0447","-0.0518","126,201"
"2026-04-23T16:50:00.000Z","256.90","256.96","256.54","256.54","-0.1404","-0.1474","101,563"
"2026-04-23T16:55:00.000Z","256.54","256.80","256.51","256.59","0.0178","0.0107","94,784"
"2026-04-23T17:00:00.000Z","256.60","256.70","255.94","256.36","-0.0896","-0.0967","326,517"
"2026-04-23T17:05:00.000Z","256.35","256.35","255.63","255.63","-0.2848","-0.2918","237,521"
"2026-04-23T17:10:00.000Z","255.61","256.10","255.45","255.80","0.0665","0.0594","191,536"
"2026-04-23T17:15:00.000Z","255.81","255.81","255.05","255.21","-0.2306","-0.2377","196,793"
"2026-04-23T17:20:00.000Z","255.20","255.38","254.99","255.07","-0.0549","-0.0619","270,020"
"2026-04-23T17:25:00.000Z","255.13","255.36","254.58","254.74","-0.1294","-0.1364","248,238"
"2026-04-23T17:30:00.000Z","254.73","255.23","254.49","255.18","0.1708","0.1637","124,658"
"2026-04-23T17:35:00.000Z","255.16","255.42","254.27","254.35","-0.3233","-0.3304","204,470"
"2026-04-23T17:40:00.000Z","254.37","254.38","253.41","253.71","-0.2536","-0.2606","340,733"
"2026-04-23T17:45:00.000Z","253.73","254.00","253.07","253.83","0.0488","0.0418","361,932"
"2026-04-23T17:50:00.000Z","253.81","255.09","253.44","254.56","0.2880","0.2810","416,240"
"2026-04-23T17:55:00.000Z","254.55","255.09","254.36","254.64","0.0314","0.0244","231,615"
"2026-04-23T18:00:00.000Z","254.62","255.26","254.42","255.13","0.1924","0.1854","234,757"
"2026-04-23T18:05:00.000Z","255.11","255.41","254.97","254.97","-0.0627","-0.0698","183,759"
"2026-04-23T18:10:00.000Z","254.99","255.39","254.90","255.14","0.0667","0.0596","149,870"
"2026-04-23T18:15:00.000Z","255.16","255.39","255.07","255.23","0.0353","0.0282","109,690"
"2026-04-23T18:20:00.000Z","255.24","255.41","254.99","255.22","-0.0059","-0.0129","167,599"
"2026-04-23T18:25:00.000Z","255.22","255.38","255.07","255.32","0.0411","0.0341","113,005"
"2026-04-23T18:30:00.000Z","255.32","255.51","255.28","255.46","0.0529","0.0458","129,356"
"2026-04-23T18:35:00.000Z","255.44","255.77","255.44","255.56","0.0411","0.0340","169,599"
"2026-04-23T18:40:00.000Z","255.57","255.63","255.16","255.47","-0.0352","-0.0423","115,679"
"2026-04-23T18:45:00.000Z","255.46","255.52","255.31","255.35","-0.0470","-0.0540","117,590"
"2026-04-23T18:50:00.000Z","255.34","255.58","255.17","255.47","0.0470","0.0399","104,035"
"2026-04-23T18:55:00.000Z","255.48","255.50","254.83","255.00","-0.1840","-0.1910","117,967"
"2026-04-23T19:00:00.000Z","255.00","255.19","254.89","255.12","0.0471","0.0400","98,679"
"2026-04-23T19:05:00.000Z","255.15","255.41","255.15","255.36","0.0941","0.0870","90,194"
"2026-04-23T19:10:00.000Z","255.36","255.44","255.25","255.44","0.0294","0.0223","103,216"
"2026-04-23T19:15:00.000Z","255.45","255.69","255.45","255.55","0.0450","0.0380","200,568"
"2026-04-23T19:20:00.000Z","255.54","255.73","255.38","255.72","0.0685","0.0614","174,856"
"2026-04-23T19:25:00.000Z","255.73","255.87","255.65","255.65","-0.0293","-0.0364","190,216"
"2026-04-23T19:30:00.000Z","255.67","255.96","255.49","255.49","-0.0626","-0.0696","185,653"
"2026-04-23T19:35:00.000Z","255.49","255.62","255.25","255.55","0.0235","0.0164","192,083"
"2026-04-23T19:40:00.000Z","255.56","255.83","255.44","255.50","-0.0176","-0.0247","181,781"
"2026-04-23T19:45:00.000Z","255.50","255.65","255.33","255.44","-0.0254","-0.0325","195,289"
"2026-04-23T19:50:00.000Z","255.44","255.44","254.70","254.81","-0.2486","-0.2556","445,712"
"2026-04-23T19:55:00.000Z","254.78","255.18","254.49","255.12","0.1236","0.1166","1,256,758"
"2026-04-24T13:30:00.000Z","259.98","260.70","257.69","260.63","2.16","2.15","2,984,595"
"2026-04-24T13:35:00.000Z","260.61","260.87","259.29","260.63","","-0.0071","1,315,991"
"2026-04-24T13:40:00.000Z","260.64","260.74","258.64","259.12","-0.5781","-0.5851","836,901"
"2026-04-24T13:45:00.000Z","259.12","259.36","258.40","259.35","0.0874","0.0804","727,489"
"2026-04-24T13:50:00.000Z","259.31","259.48","258.18","258.51","-0.3239","-0.3309","551,170"
"2026-04-24T13:55:00.000Z","258.52","259.38","258.27","259.05","0.2070","0.1999","603,210"
"2026-04-24T14:00:00.000Z","259.02","259.07","258.40","258.89","-0.0579","-0.0650","397,497"
"2026-04-24T14:05:00.000Z","258.88","259.63","258.71","259.47","0.2221","0.2150","386,595"
"2026-04-24T14:10:00.000Z","259.48","260.30","259.41","260.20","0.2813","0.2743","780,473"
"2026-04-24T14:15:00.000Z","260.20","260.68","259.89","260.58","0.1460","0.1390","620,800"
"2026-04-24T14:20:00.000Z","260.58","261.54","260.41","261.38","0.3070","0.2999","847,753"
"2026-04-24T14:25:00.000Z","261.40","261.46","260.66","260.75","-0.2391","-0.2462","596,243"
"2026-04-24T14:30:00.000Z","260.74","260.93","259.83","260.25","-0.1937","-0.2007","534,505"
"2026-04-24T14:35:00.000Z","260.25","260.27","259.72","259.94","-0.1191","-0.1262","297,798"
"2026-04-24T14:40:00.000Z","259.94","260.07","259.66","259.68","-0.1000","-0.1071","275,785"
"2026-04-24T14:45:00.000Z","259.65","260.54","259.64","259.97","0.1117","0.1046","345,872"
"2026-04-24T14:50:00.000Z","259.98","260.05","259.71","259.95","-0.0088","-0.0159","185,616"
"2026-04-24T14:55:00.000Z","259.94","260.09","259.38","259.67","-0.1066","-0.1136","299,116"
"2026-04-24T15:00:00.000Z","259.69","260.08","259.60","260.04","0.1406","0.1335","256,611"
"2026-04-24T15:05:00.000Z","260.04","260.55","260.02","260.52","0.1884","0.1814","324,043"
"2026-04-24T15:10:00.000Z","260.51","260.75","260.27","260.61","0.0326","0.0256","260,027"
"2026-04-24T15:15:00.000Z","260.60","261.15","260.49","261.13","0.2015","0.1944","358,011"
"2026-04-24T15:20:00.000Z","261.14","261.82","261.05","261.63","0.1896","0.1825","618,100"
"2026-04-24T15:25:00.000Z","261.63","261.78","261.33","261.40","-0.0879","-0.0950","392,520"
"2026-04-24T15:30:00.000Z","261.40","261.90","261.26","261.61","0.0784","0.0714","373,227"
"2026-04-24T15:35:00.000Z","261.60","261.77","261.49","261.72","0.0440","0.0369","305,900"
"2026-04-24T15:40:00.000Z","261.70","262.35","261.62","262.28","0.2140","0.2069","522,204"
"2026-04-24T15:45:00.000Z","262.27","262.49","262.01","262.31","0.0114","0.0044","386,814"
"2026-04-24T15:50:00.000Z","262.30","262.80","262.30","262.70","0.1487","0.1416","378,089"
